order_id,datetime,staff_id,staff_name,table,channel,item_sku,item_name,category,qty,unit_price,line_amount,discount_amount,is_void,void_after_fire,is_comp,order_status,payment_method,payment_amount,tax_rate,customer_ref
ORD000983,2026-05-06 19:34:40,S06,Zainab,,takeaway,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,cash,3220.0,0.15,
ORD000984,2026-05-06 07:56:02,S01,Ayesha,T10,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,667.0,0.15,Cda98481c48
ORD000985,2026-05-06 09:55:20,S02,Hamza,T11,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,card,1638.0,0.05,C1173024c92
ORD000985,2026-05-06 09:55:20,S02,Hamza,T11,dine_in,CKE2,Cheesecake,Bakery,1,880,880.0,0.0,0,0,0,closed,card,1638.0,0.05,C1173024c92
ORD000986,2026-05-06 16:31:09,S08,Mahnoor,,takeaway,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,cash,1897.0,0.15,
ORD000987,2026-05-06 18:23:54,S03,Bilal,,takeaway,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,card,1942.0,0.05,Ca33f14fe7f
ORD000988,2026-05-06 07:08:12,S03,Bilal,,takeaway,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,cash,1564.0,0.15,
ORD000988,2026-05-06 07:08:12,S03,Bilal,,takeaway,CKE2,Cheesecake,Bakery,1,880,880.0,0.0,0,0,0,closed,cash,1564.0,0.15,
ORD000989,2026-05-06 13:10:49,S08,Mahnoor,T3,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,cash,690.0,0.15,Cc8157a5ef0
ORD000990,2026-05-06 12:09:55,S01,Ayesha,T3,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,cash,2680.0,0.15,
ORD000990,2026-05-06 12:09:55,S01,Ayesha,T3,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,cash,2680.0,0.15,
ORD000991,2026-05-06 11:29:43,S04,Sara,T7,dine_in,SAL,Garden Salad,Food,1,1250,1250.0,0.0,0,0,0,closed,qr,2530.0,0.05,Ca29cd51c6b
ORD000991,2026-05-06 11:29:43,S04,Sara,T7,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,qr,2530.0,0.05,Ca29cd51c6b
ORD000991,2026-05-06 11:29:43,S04,Sara,T7,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,qr,2530.0,0.05,Ca29cd51c6b
ORD000992,2026-05-06 18:35:35,S03,Bilal,T6,dine_in,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,card,2174.0,0.05,C84719e966a
ORD000992,2026-05-06 18:35:35,S03,Bilal,T6,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,card,2174.0,0.05,C84719e966a
ORD000993,2026-05-06 11:51:25,S05,Usman,T1,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,cash,2128.0,0.15,
ORD000994,2026-05-06 13:28:00,S03,Bilal,T15,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,2068.0,0.05,C84719e966a
ORD000994,2026-05-06 13:28:00,S03,Bilal,T15,dine_in,AVT,Avocado Toast,Food,1,1450,1450.0,0.0,0,0,0,closed,card,2068.0,0.05,C84719e966a
ORD000995,2026-05-06 21:08:09,S01,Ayesha,,takeaway,CKE2,Cheesecake,Bakery,1,880,880.0,0.0,0,0,0,closed,wallet,924.0,0.05,C5d90c0fdc3
ORD000996,2026-05-06 07:16:48,S08,Mahnoor,T15,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,cash,1357.0,0.15,
ORD000996,2026-05-06 07:16:48,S08,Mahnoor,T15,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,1357.0,0.15,
ORD000997,2026-05-06 11:51:53,S01,Ayesha,T9,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,qr,3360.0,0.05,C0b90585403
ORD000997,2026-05-06 11:51:53,S01,Ayesha,T9,dine_in,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,qr,3360.0,0.05,C0b90585403
ORD000998,2026-05-06 17:49:09,S03,Bilal,,takeaway,ESP,Espresso,Coffee,1,420,420.0,0.0,0,0,0,closed,cash,483.0,0.15,
ORD000999,2026-05-06 18:03:39,S04,Sara,,takeaway,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,cash,897.0,0.15,
ORD001000,2026-05-06 13:09:46,S03,Bilal,T6,dine_in,CLB,Cold Brew,Coffee,1,680,544.0,136.0,0,0,0,closed,card,571.0,0.05,C3a7a2f7c00
ORD001000,2026-05-06 13:09:46,S03,Bilal,T6,dine_in,AVT,Avocado Toast,Food,1,1450,0.0,145.0,0,0,1,closed,card,571.0,0.05,C3a7a2f7c00
ORD001000,2026-05-06 13:09:46,S03,Bilal,T6,dine_in,CAP,Cappuccino,Coffee,1,560,0.0,0.0,0,0,1,closed,card,571.0,0.05,C3a7a2f7c00
ORD001001,2026-05-06 09:42:47,S08,Mahnoor,,takeaway,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,card,630.0,0.05,C30e3532b37
ORD001002,2026-05-06 08:29:41,S05,Usman,,takeaway,CAP,Cappuccino,Coffee,1,560,448.0,112.0,0,0,0,closed,card,470.0,0.05,Cac448db569
ORD001003,2026-05-06 09:55:00,S06,Zainab,,takeaway,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,card,1942.0,0.05,C77ae45bf0e
ORD001004,2026-05-06 11:51:47,S01,Ayesha,,takeaway,AVT,Avocado Toast,Food,1,1450,1450.0,0.0,0,0,0,closed,card,1522.0,0.05,Cd4a1deccf7
ORD001005,2026-05-06 11:17:12,S07,Daniyal,,takeaway,AVT,Avocado Toast,Food,1,1450,1450.0,0.0,0,0,0,closed,cash,1667.0,0.15,
ORD001006,2026-05-06 18:01:09,S08,Mahnoor,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,667.0,0.15,
ORD001007,2026-05-06 07:27:27,S01,Ayesha,T5,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,card,1596.0,0.05,C23c60fd394
ORD001007,2026-05-06 07:27:27,S01,Ayesha,T5,dine_in,FLW,Flat White,Coffee,1,600,480.0,120.0,0,0,0,closed,card,1596.0,0.05,C23c60fd394
ORD001007,2026-05-06 07:27:27,S01,Ayesha,T5,dine_in,IMP,Imported Soda,Other,1,480,480.0,0.0,0,0,0,closed,card,1596.0,0.05,C23c60fd394
ORD001008,2026-05-06 22:31:36,S08,Mahnoor,T10,dine_in,AVT,Avocado Toast,Food,1,1450,1450.0,0.0,0,0,0,closed,cash,2358.0,0.15,
ORD001008,2026-05-06 22:31:36,S08,Mahnoor,T10,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,cash,2358.0,0.15,
ORD001009,2026-05-06 11:07:02,S01,Ayesha,,takeaway,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,wallet,1942.0,0.05,C44fdf11b8b
ORD001010,2026-05-06 07:31:10,S07,Daniyal,T18,dine_in,CLB,Cold Brew,Coffee,1,680,544.0,136.0,0,0,0,closed,card,1159.0,0.05,Cbcf52aba85
ORD001010,2026-05-06 07:31:10,S07,Daniyal,T18,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,card,1159.0,0.05,Cbcf52aba85
ORD001011,2026-05-06 11:15:03,S08,Mahnoor,,takeaway,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,card,756.0,0.05,C7b023dd3ee
ORD001012,2026-05-06 08:01:01,S07,Daniyal,T18,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,wallet,714.0,0.05,Cf66ffdf0eb
ORD001013,2026-05-06 08:42:51,S04,Sara,T6,dine_in,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,wallet,3864.0,0.05,Cb1bf54d93e
ORD001013,2026-05-06 08:42:51,S04,Sara,T6,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,wallet,3864.0,0.05,Cb1bf54d93e
ORD001013,2026-05-06 08:42:51,S04,Sara,T6,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,wallet,3864.0,0.05,Cb1bf54d93e
ORD001014,2026-05-06 21:48:04,S02,Hamza,T16,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,1334.0,0.15,Cf4895fd9dd
ORD001014,2026-05-06 21:48:04,S02,Hamza,T16,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,1334.0,0.15,Cf4895fd9dd
ORD001015,2026-05-06 17:20:15,S02,Hamza,T6,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,546.0,0.05,C7fbe3398f9
ORD001016,2026-05-06 22:40:14,S02,Hamza,T15,dine_in,HOT,Hot Chocolate,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,644.0,0.15,
ORD001017,2026-05-06 08:31:18,S01,Ayesha,T9,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,609.0,0.05,Cc091a432e4
ORD001018,2026-05-06 16:36:58,S02,Hamza,,takeaway,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,cash,782.0,0.15,Cc1603a922e
ORD001019,2026-05-06 13:29:52,S03,Bilal,T14,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,546.0,0.05,Cbac72cb73a
ORD001019,2026-05-06 13:29:52,S03,Bilal,T14,dine_in,PNC,Pain au Chocolat,Bakery,1,600,0.0,0.0,1,1,0,partial_void,card,546.0,0.05,Cbac72cb73a
ORD001020,2026-05-06 20:57:09,S02,Hamza,T15,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,qr,546.0,0.05,C86cb5fa9d6
ORD001021,2026-05-06 17:34:59,S07,Daniyal,,takeaway,IMP,Imported Soda,Other,1,480,480.0,0.0,0,0,0,closed,card,504.0,0.05,C47c5e28c85
ORD001022,2026-05-06 10:32:23,S08,Mahnoor,,takeaway,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,cash,736.0,0.15,C27c059f294
ORD001023,2026-05-06 20:36:05,S05,Usman,T3,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,wallet,672.0,0.05,C649303d260
ORD001024,2026-05-06 18:29:46,S07,Daniyal,T16,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,644.0,0.15,Cc8157a5ef0
ORD001025,2026-05-06 10:02:31,S04,Sara,T10,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,1564.0,0.15,
ORD001025,2026-05-06 10:02:31,S04,Sara,T10,dine_in,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,cash,1564.0,0.15,
ORD001026,2026-05-06 12:40:02,S07,Daniyal,,takeaway,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,card,819.0,0.05,Cd32984532a
ORD001027,2026-05-06 14:04:28,S01,Ayesha,T11,dine_in,LAT,Cafe Latte,Coffee,1,580,0.0,0.0,1,0,0,partial_void,card,546.0,0.05,Cc8157a5ef0
ORD001027,2026-05-06 14:04:28,S01,Ayesha,T11,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,partial_void,card,546.0,0.05,Cc8157a5ef0
ORD001028,2026-05-06 13:32:14,S01,Ayesha,,takeaway,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,card,158.0,0.05,Cd1e93a6d3b
ORD001029,2026-05-06 07:05:19,S02,Hamza,T4,dine_in,MOC,Mocha,Coffee,1,650,650.0,0.0,0,0,0,closed,cash,4082.0,0.15,
ORD001029,2026-05-06 07:05:19,S02,Hamza,T4,dine_in,AVT,Avocado Toast,Food,2,1450,2900.0,0.0,0,0,0,closed,cash,4082.0,0.15,
ORD001030,2026-05-06 17:21:11,S04,Sara,T9,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,card,1942.0,0.05,Cf1debaccc2
ORD001031,2026-05-06 11:16:07,S02,Hamza,T2,dine_in,HOT,Hot Chocolate,Coffee,1,560,560.0,0.0,0,0,0,closed,wallet,588.0,0.05,C8ce57845d3
ORD001032,2026-05-06 13:04:49,S03,Bilal,,takeaway,AMR,Americano,Coffee,1,480,0.0,0.0,1,1,0,partial_void,cash,0.0,0.15,
ORD001033,2026-05-06 13:09:06,S05,Usman,T9,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,667.0,0.15,
ORD001034,2026-05-07 13:34:39,S04,Sara,,takeaway,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,cash,690.0,0.15,
ORD001035,2026-05-07 19:21:37,S05,Usman,,takeaway,CKE,Slice of Cake,Bakery,1,780,624.0,156.0,0,0,0,closed,wallet,1474.0,0.05,Ccc55e927ed
ORD001035,2026-05-07 19:21:37,S05,Usman,,takeaway,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,wallet,1474.0,0.05,Ccc55e927ed
ORD001036,2026-05-07 07:04:30,S02,Hamza,T2,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,card,2552.0,0.05,C704cdee453
ORD001036,2026-05-07 07:04:30,S02,Hamza,T2,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,2552.0,0.05,C704cdee453
ORD001037,2026-05-07 10:00:03,S01,Ayesha,T10,dine_in,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,wallet,504.0,0.05,C3baae6f192
ORD001038,2026-05-07 10:27:31,S07,Daniyal,T14,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,card,2720.0,0.05,C5d90c0fdc3
ORD001038,2026-05-07 10:27:31,S07,Daniyal,T14,dine_in,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,card,2720.0,0.05,C5d90c0fdc3
ORD001038,2026-05-07 10:27:31,S07,Daniyal,T14,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,card,2720.0,0.05,C5d90c0fdc3
ORD001039,2026-05-07 11:54:50,S06,Zainab,T13,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,wallet,714.0,0.05,Ce794fc7460
ORD001040,2026-05-07 13:22:14,S01,Ayesha,T14,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,609.0,0.05,Cb616ef25f5
ORD001041,2026-05-07 13:30:19,S07,Daniyal,T11,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,644.0,0.15,
ORD001042,2026-05-07 22:34:51,S07,Daniyal,,takeaway,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,card,672.0,0.05,Ce300099a2f
ORD001043,2026-05-07 21:12:55,S02,Hamza,T12,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,cash,2128.0,0.15,
ORD001044,2026-05-07 10:04:09,S02,Hamza,,takeaway,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,card,2362.0,0.05,C63391bb904
ORD001044,2026-05-07 10:04:09,S02,Hamza,,takeaway,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,card,2362.0,0.05,C63391bb904
ORD001045,2026-05-07 18:23:16,S03,Bilal,T4,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,cash,690.0,0.15,
ORD001046,2026-05-07 07:43:27,S05,Usman,T12,dine_in,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,card,1922.0,0.05,Ca2da62fdc7
ORD001046,2026-05-07 07:43:27,S05,Usman,T12,dine_in,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,card,1922.0,0.05,Ca2da62fdc7
ORD001047,2026-05-07 20:43:39,S02,Hamza,T13,dine_in,PNC,Pain au Chocolat,Bakery,1,600,600.0,0.0,0,0,0,closed,wallet,1218.0,0.05,Cdf99103aeb
ORD001047,2026-05-07 20:43:39,S02,Hamza,T13,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,wallet,1218.0,0.05,Cdf99103aeb
ORD001048,2026-05-07 19:45:00,S01,Ayesha,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,1428.0,0.05,Cbe84616382
ORD001048,2026-05-07 19:45:00,S01,Ayesha,,takeaway,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,card,1428.0,0.05,Cbe84616382
ORD001049,2026-05-07 19:39:57,S04,Sara,T8,dine_in,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,wallet,1953.0,0.05,C6b051e9554
ORD001049,2026-05-07 19:39:57,S04,Sara,T8,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,wallet,1953.0,0.05,C6b051e9554
ORD001049,2026-05-07 19:39:57,S04,Sara,T8,dine_in,CAP,Cappuccino,Coffee,1,560,560.0,0.0,0,0,0,closed,wallet,1953.0,0.05,C6b051e9554
ORD001050,2026-05-07 09:16:16,S07,Daniyal,T18,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,card,1218.0,0.05,C882ffcc387
ORD001050,2026-05-07 09:16:16,S07,Daniyal,T18,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,1218.0,0.05,C882ffcc387
ORD001051,2026-05-07 19:15:41,S02,Hamza,T15,dine_in,CKE2,Cheesecake,Bakery,1,880,880.0,0.0,0,0,0,closed,qr,2866.0,0.05,Ce6722bf747
ORD001051,2026-05-07 19:15:41,S02,Hamza,T15,dine_in,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,qr,2866.0,0.05,Ce6722bf747
ORD001052,2026-05-07 09:30:37,S03,Bilal,,takeaway,MOC,Mocha,Coffee,1,650,585.0,65.0,0,0,0,closed,card,614.0,0.05,C9a3d5173cd
ORD001053,2026-05-07 15:45:16,S03,Bilal,T7,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,wallet,756.0,0.05,C16e43ce1cc
ORD001054,2026-05-07 10:01:25,S03,Bilal,,takeaway,ICL,Iced Latte,Coffee,1,640,512.0,128.0,0,0,0,closed,cash,589.0,0.15,
ORD001055,2026-05-07 07:52:07,S01,Ayesha,T6,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,wallet,672.0,0.05,C280fc1bab1
ORD001056,2026-05-07 20:45:24,S02,Hamza,T3,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,wallet,1942.0,0.05,C0b90585403
ORD001056,2026-05-07 20:45:24,S02,Hamza,T3,dine_in,SAL,Garden Salad,Food,1,1250,1250.0,0.0,0,0,0,closed,wallet,1942.0,0.05,C0b90585403
ORD001057,2026-05-07 10:17:26,S03,Bilal,T10,dine_in,PNC,Pain au Chocolat,Bakery,1,600,540.0,60.0,0,0,0,closed,cash,621.0,0.15,
ORD001058,2026-05-07 10:58:11,S01,Ayesha,T9,dine_in,SAN,Chicken Sandwich,Food,1,1350,1350.0,0.0,0,0,0,closed,qr,1418.0,0.05,Ca23206ca1a
ORD001059,2026-05-07 20:27:17,S02,Hamza,T13,dine_in,CKE,Slice of Cake,Bakery,1,780,0.0,0.0,1,0,0,partial_void,qr,1732.0,0.05,C1771e35d2c
ORD001059,2026-05-07 20:27:17,S02,Hamza,T13,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,partial_void,qr,1732.0,0.05,C1771e35d2c
ORD001060,2026-05-07 10:02:33,S01,Ayesha,T18,dine_in,HOT,Hot Chocolate,Coffee,1,560,560.0,0.0,0,0,0,closed,wallet,588.0,0.05,Cae4003d5ae
ORD001061,2026-05-07 12:38:29,S01,Ayesha,T18,dine_in,HOT,Hot Chocolate,Coffee,1,560,560.0,0.0,0,0,0,closed,cash,1552.0,0.15,
ORD001061,2026-05-07 12:38:29,S01,Ayesha,T18,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,cash,1552.0,0.15,
ORD001061,2026-05-07 12:38:29,S01,Ayesha,T18,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,cash,1552.0,0.15,
ORD001062,2026-05-07 12:01:44,S04,Sara,T3,dine_in,CLB,Cold Brew,Coffee,1,680,680.0,0.0,0,0,0,closed,card,1974.0,0.05,Ca24b1f13a9
ORD001062,2026-05-07 12:01:44,S04,Sara,T3,dine_in,IMP,Imported Soda,Other,1,480,480.0,0.0,0,0,0,closed,card,1974.0,0.05,Ca24b1f13a9
ORD001062,2026-05-07 12:01:44,S04,Sara,T3,dine_in,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,card,1974.0,0.05,Ca24b1f13a9
ORD001063,2026-05-07 21:50:29,S06,Zainab,T11,dine_in,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,qr,819.0,0.05,C96285ec529
ORD001064,2026-05-07 14:06:34,S03,Bilal,T13,dine_in,CRO,Butter Croissant,Bakery,1,520,0.0,0.0,1,1,0,partial_void,qr,0.0,0.05,C8f113a4739
ORD001065,2026-05-07 19:46:46,S06,Zainab,T5,dine_in,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,card,672.0,0.05,C7436cf171c
ORD001066,2026-05-07 08:08:54,S06,Zainab,T1,dine_in,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,cash,1564.0,0.15,Cfa9ed99aee
ORD001066,2026-05-07 08:08:54,S06,Zainab,T1,dine_in,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,cash,1564.0,0.15,Cfa9ed99aee
ORD001067,2026-05-07 18:32:10,S06,Zainab,,takeaway,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,wallet,756.0,0.05,Cd923cf20c8
ORD001068,2026-05-07 20:15:05,S03,Bilal,,takeaway,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,card,3297.0,0.05,Ca90966ae34
ORD001068,2026-05-07 20:15:05,S03,Bilal,,takeaway,MOC,Mocha,Coffee,1,650,650.0,0.0,0,0,0,closed,card,3297.0,0.05,Ca90966ae34
ORD001068,2026-05-07 20:15:05,S03,Bilal,,takeaway,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,card,3297.0,0.05,Ca90966ae34
ORD001069,2026-05-07 17:52:42,S02,Hamza,T14,dine_in,IMP,Imported Soda,Other,1,480,480.0,0.0,0,0,0,closed,card,504.0,0.05,Cbbde7dd4bd
ORD001070,2026-05-07 07:02:29,S02,Hamza,,takeaway,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,cash,736.0,0.15,
ORD001071,2026-05-07 19:35:45,S06,Zainab,,takeaway,ICL,Iced Latte,Coffee,1,640,640.0,0.0,0,0,0,closed,card,1218.0,0.05,C9aa38fbd9a
ORD001071,2026-05-07 19:35:45,S06,Zainab,,takeaway,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,1218.0,0.05,C9aa38fbd9a
ORD001072,2026-05-07 20:53:46,S02,Hamza,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,wallet,1900.0,0.05,Ca2da62fdc7
ORD001072,2026-05-07 20:53:46,S02,Hamza,,takeaway,FLW,Flat White,Coffee,1,600,510.0,90.0,0,0,0,closed,wallet,1900.0,0.05,Ca2da62fdc7
ORD001072,2026-05-07 20:53:46,S02,Hamza,,takeaway,MAT,Matcha Latte,Coffee,1,720,720.0,0.0,0,0,0,closed,wallet,1900.0,0.05,Ca2da62fdc7
ORD001073,2026-05-07 10:57:18,S04,Sara,,takeaway,AVT,Avocado Toast,Food,1,1450,1450.0,0.0,0,0,0,closed,wallet,1522.0,0.05,Cd62f08e9cf
ORD001074,2026-05-07 09:34:27,S01,Ayesha,,takeaway,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,cash,897.0,0.15,
ORD001075,2026-05-07 09:11:20,S04,Sara,T10,dine_in,BFP,Big Breakfast,Food,2,1850,3700.0,0.0,0,0,0,closed,cash,4255.0,0.15,Cf7a6863213
ORD001076,2026-05-07 11:23:25,S03,Bilal,T6,dine_in,FLW,Flat White,Coffee,1,600,0.0,0.0,0,0,1,closed,cash,1150.0,0.15,Cf7a6863213
ORD001076,2026-05-07 11:23:25,S03,Bilal,T6,dine_in,AMR,Americano,Coffee,1,480,480.0,0.0,0,0,0,closed,cash,1150.0,0.15,Cf7a6863213
ORD001076,2026-05-07 11:23:25,S03,Bilal,T6,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,cash,1150.0,0.15,Cf7a6863213
ORD001077,2026-05-07 15:06:38,S01,Ayesha,T10,dine_in,CKE,Slice of Cake,Bakery,1,780,780.0,0.0,0,0,0,closed,cash,897.0,0.15,
ORD001078,2026-05-07 18:20:52,S05,Usman,,takeaway,PNC,Pain au Chocolat,Bakery,1,600,600.0,0.0,0,0,0,closed,card,2972.0,0.05,Ca376152b0e
ORD001078,2026-05-07 18:20:52,S05,Usman,,takeaway,LAT,Cafe Latte,Coffee,1,580,580.0,0.0,0,0,0,closed,card,2972.0,0.05,Ca376152b0e
ORD001078,2026-05-07 18:20:52,S05,Usman,,takeaway,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,card,2972.0,0.05,Ca376152b0e
ORD001079,2026-05-07 13:59:11,S06,Zainab,,takeaway,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,cash,598.0,0.15,
ORD001080,2026-05-07 22:06:48,S08,Mahnoor,,takeaway,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,wallet,630.0,0.05,Cae4003d5ae
ORD001081,2026-05-07 21:03:00,S07,Daniyal,T7,dine_in,PAS,Pasta,Food,1,1650,1650.0,0.0,0,0,0,closed,qr,1732.0,0.05,C03a7195bef
ORD001082,2026-05-07 07:32:39,S05,Usman,T18,dine_in,WTR,Bottled Water,Other,1,150,150.0,0.0,0,0,0,closed,card,1334.0,0.05,C6db89d7c57
ORD001082,2026-05-07 07:32:39,S05,Usman,T18,dine_in,FLW,Flat White,Coffee,1,600,600.0,0.0,0,0,0,closed,card,1334.0,0.05,C6db89d7c57
ORD001082,2026-05-07 07:32:39,S05,Usman,T18,dine_in,CRO,Butter Croissant,Bakery,1,520,520.0,0.0,0,0,0,closed,card,1334.0,0.05,C6db89d7c57
ORD001083,2026-05-07 07:26:31,S01,Ayesha,,takeaway,BFP,Big Breakfast,Food,1,1850,1850.0,0.0,0,0,0,closed,cash,3507.0,0.15,
